date,treasury_10y_yield,treasury_2y_yield,federal_funds_rate
2022-12-02,3.63,4.37,3.83
2022-11-25,3.75,4.46,3.83
2022-11-18,3.79,4.41,3.83
2022-11-11,4.08,4.59,3.83
2022-11-04,4.12,4.61,3.08
2022-10-28,4.07,4.40,3.08
2022-10-21,4.12,4.51,3.08
2022-10-14,3.95,4.38,3.08
2022-10-07,3.75,4.18,3.08
2022-09-30,3.83,4.20,3.08
2022-09-23,3.59,4.05,2.33
2022-09-16,3.42,3.77,2.33
2022-09-09,3.31,3.50,2.33
2022-09-02,3.17,3.45,2.33
2022-08-26,3.05,3.34,2.33
2022-08-19,2.87,3.24,2.33
2022-08-12,2.81,3.24,2.33
2022-08-05,2.72,3.07,2.33
2022-07-29,2.75,2.94,1.58
2022-07-22,2.94,3.14,1.58
2022-07-15,2.95,3.10,1.58
2022-07-08,2.96,2.99,1.58
2022-07-01,3.07,3.00,1.58
2022-06-24,3.17,3.08,1.58
2022-06-17,3.36,3.27,0.83
2022-06-10,3.05,2.83,0.83
2022-06-03,2.92,2.63,0.83
2022-05-27,2.77,2.51,0.83
2022-05-20,2.87,2.64,0.83
2022-05-13,2.94,2.61,0.83
2022-05-06,3.01,2.72,0.33
2022-04-29,2.83,2.62,0.33
2022-04-22,2.89,2.61,0.33
2022-04-15,2.76,2.43,0.33
2022-04-08,2.59,2.49,0.33
2022-04-01,2.39,2.35,0.33
2022-03-25,2.37,2.18,0.33
2022-03-18,2.16,1.92,0.08
2022-03-11,1.91,1.67,0.08
2022-03-04,1.80,1.46,0.08
2022-02-25,1.97,1.56,0.08
2022-02-18,1.99,1.53,0.08
2022-02-11,1.95,1.42,0.08
2022-02-04,1.83,1.20,0.08
2022-01-28,1.79,1.09,0.08
2022-01-21,1.82,1.05,0.08
2022-01-14,1.75,0.93,0.08
2022-01-07,1.70,0.83,0.08
2021-12-31,1.51,0.74,0.08
2021-12-24,1.47,0.69,0.08
2021-12-17,1.44,0.66,0.08
2021-12-10,1.48,0.68,0.08
2021-12-03,1.43,0.56,0.08
2021-11-26,1.61,0.59,0.08
2021-11-19,1.60,0.53,0.08
2021-11-12,1.53,0.48,0.08
2021-11-05,1.54,0.45,0.08
2021-10-29,1.59,0.48,0.08
2021-10-22,1.65,0.44,0.08
2021-10-15,1.57,0.37,0.08
2021-10-08,1.55,0.30,0.08
2021-10-01,1.51,0.29,0.08
2021-09-24,1.37,0.25,0.08
2021-09-17,1.33,0.22,0.08
2021-09-10,1.35,0.23,0.08
2021-09-03,1.30,0.20,0.08
2021-08-27,1.31,0.23,0.09
2021-08-20,1.26,0.22,0.10
2021-08-13,1.34,0.23,0.10
2021-08-06,1.22,0.19,0.09
2021-07-30,1.26,0.20,0.10
2021-07-23,1.26,0.21,0.10
2021-07-16,1.36,0.24,0.10
2021-07-09,1.34,0.22,0.10
2021-07-02,1.47,0.25,0.10
2021-06-25,1.50,0.26,0.10
2021-06-18,1.51,0.20,0.06
2021-06-11,1.50,0.15,0.06
2021-06-04,1.60,0.15,0.05
2021-05-28,1.59,0.14,0.06
2021-05-21,1.64,0.16,0.06
2021-05-14,1.65,0.16,0.06
2021-05-07,1.60,0.16,0.06
2021-04-30,1.63,0.17,0.07
2021-04-23,1.58,0.16,0.07
2021-04-16,1.62,0.16,0.07
2021-04-09,1.68,0.16,0.07
2021-04-02,1.72,0.16,0.07
2021-03-26,1.65,0.14,0.07
2021-03-19,1.66,0.15,0.07
2021-03-12,1.57,0.16,0.07
2021-03-05,1.49,0.14,0.07
2021-02-26,1.42,0.13,0.07
2021-02-19,1.31,0.12,0.08
2021-02-12,1.18,0.11,0.08
2021-02-05,1.14,0.11,0.07
2021-01-29,1.06,0.12,0.08
2021-01-22,1.11,0.13,0.09
2021-01-15,1.13,0.14,0.09
2021-01-08,1.03,0.13,0.09
2021-01-01,0.94,0.13,0.09
2020-12-25,0.95,0.13,0.09
2020-12-18,0.93,0.13,0.09
2020-12-11,0.93,0.14,0.09
2020-12-04,0.92,0.16,0.08
2020-11-27,0.87,0.16,0.08
2020-11-20,0.87,0.17,0.09
2020-11-13,0.93,0.18,0.09
2020-11-06,0.83,0.15,0.09
2020-10-30,0.82,0.16,0.09
2020-10-23,0.83,0.16,0.09
2020-10-16,0.74,0.15,0.09
2020-10-09,0.78,0.15,0.09
2020-10-02,0.68,0.13,0.09
2020-09-25,0.67,0.13,0.09
2020-09-18,0.69,0.14,0.09
2020-09-11,0.69,0.14,0.09
2020-09-04,0.68,0.14,0.09
2020-08-28,0.70,0.15,0.09
2020-08-21,0.67,0.14,0.10
2020-08-14,0.67,0.15,0.10
2020-08-07,0.55,0.11,0.10
2020-07-31,0.58,0.13,0.09
2020-07-24,0.60,0.15,0.09
2020-07-17,0.63,0.15,0.09
2020-07-10,0.66,0.16,0.09
2020-07-03,0.67,0.16,0.08
2020-06-26,0.69,0.18,0.09
2020-06-19,0.72,0.19,0.08
2020-06-12,0.77,0.19,0.07
2020-06-05,0.77,0.18,0.05
2020-05-29,0.68,0.18,0.05
2020-05-22,0.69,0.17,0.05
2020-05-15,0.67,0.16,0.05
2020-05-08,0.67,0.17,0.05
2020-05-01,0.64,0.21,0.04
2020-04-24,0.61,0.21,0.05
2020-04-17,0.68,0.22,0.05
2020-04-10,0.73,0.26,0.05
2020-04-03,0.65,0.23,0.09
2020-03-27,0.81,0.31,0.15
2020-03-20,0.99,0.44,0.74
2020-03-13,0.79,0.47,1.09
2020-03-06,0.96,0.66,1.51
2020-02-28,1.29,1.12,1.58
2020-02-21,1.52,1.39,1.58
2020-02-14,1.59,1.42,1.58
2020-02-07,1.61,1.41,1.59
2020-01-31,1.59,1.41,1.55
2020-01-24,1.75,1.52,1.55
2020-01-17,1.82,1.58,1.54
2020-01-10,1.84,1.56,1.55
2020-01-03,1.88,1.57,1.55
2019-12-27,1.90,1.62,1.55
2019-12-20,1.91,1.63,1.55
2019-12-13,1.84,1.63,1.55
2019-12-06,1.79,1.58,1.56
2019-11-29,1.76,1.61,1.55
2019-11-22,1.77,1.59,1.55
2019-11-15,1.87,1.62,1.55
2019-11-08,1.86,1.64,1.57
2019-11-01,1.78,1.59,1.83
2019-10-25,1.78,1.60,1.85
2019-10-18,1.76,1.59,1.84
2019-10-11,1.62,1.50,1.82
2019-10-04,1.60,1.49,1.85
2019-09-27,1.70,1.65,1.90
2019-09-20,1.80,1.73,2.19
2019-09-13,1.76,1.69,2.13
2019-09-06,1.52,1.50,2.13
2019-08-30,1.50,1.52,2.12
2019-08-23,1.58,1.54,2.13
2019-08-16,1.60,1.56,2.12
2019-08-09,1.73,1.61,2.13
2019-08-02,1.98,1.81,2.40
2019-07-26,2.07,1.84,2.41
2019-07-19,2.07,1.82,2.39
2019-07-12,2.09,1.86,2.41
2019-07-05,2.00,1.80,2.40
2019-06-28,2.02,1.74,2.38
2019-06-21,2.05,1.79,2.37
2019-06-14,2.12,1.88,2.37
2019-06-07,2.10,1.85,2.39
2019-05-31,2.22,2.06,2.38
2019-05-24,2.37,2.20,2.39
2019-05-17,2.40,2.19,2.38
2019-05-10,2.47,2.28,2.40
2019-05-03,2.53,2.31,2.44
2019-04-26,2.55,2.33,2.44
2019-04-19,2.58,2.40,2.41
2019-04-12,2.52,2.35,2.41
2019-04-05,2.50,2.33,2.42
2019-03-29,2.41,2.24,2.41
2019-03-22,2.55,2.41,2.40
2019-03-15,2.62,2.45,2.40
2019-03-08,2.68,2.51,2.40
2019-03-01,2.70,2.51,2.40
2019-02-22,2.66,2.50,2.40
2019-02-15,2.67,2.51,2.40
2019-02-08,2.68,2.50,2.40
2019-02-01,2.70,2.53,2.40
2019-01-25,2.75,2.58,2.40
2019-01-18,2.74,2.56,2.40
2019-01-11,2.72,2.56,2.40
2019-01-04,2.65,2.47,2.40
2018-12-28,2.76,2.56,2.40
2018-12-21,2.81,2.66,2.19
2018-12-14,2.89,2.75,2.19
2018-12-07,2.90,2.78,2.20
2018-11-30,3.05,2.82,2.20
2018-11-23,3.06,2.80,2.20
2018-11-16,3.11,2.86,2.19
2018-11-09,3.21,2.94,2.20
2018-11-02,3.14,2.85,2.20
2018-10-26,3.14,2.86,2.19
2018-10-19,3.18,2.88,2.18
2018-10-12,3.18,2.87,2.18
2018-10-05,3.14,2.85,2.18
2018-09-28,3.07,2.83,1.92
2018-09-21,3.05,2.80,1.92
2018-09-14,2.97,2.75,1.92
2018-09-07,2.91,2.67,1.91
2018-08-31,2.87,2.65,1.92
2018-08-24,2.83,2.61,1.92
2018-08-17,2.87,2.62,1.91
2018-08-10,2.94,2.65,1.91
2018-08-03,2.97,2.66,1.91
2018-07-27,2.96,2.66,1.91
2018-07-20,2.86,2.60,1.91
2018-07-13,2.85,2.59,1.91
2018-07-06,2.84,2.55,1.91
2018-06-29,2.85,2.53,1.92
2018-06-22,2.91,2.56,1.90
2018-06-15,2.95,2.56,1.70
2018-06-08,2.94,2.51,1.70
2018-06-01,2.83,2.40,1.70
2018-05-25,3.01,2.54,1.70
2018-05-18,3.07,2.57,1.70
2018-05-11,2.97,2.52,1.70
2018-05-04,2.96,2.50,1.70
2018-04-27,2.99,2.49,1.70
2018-04-20,2.88,2.42,1.69
2018-04-13,2.80,2.33,1.69
2018-04-06,2.78,2.28,1.68
2018-03-30,2.79,2.29,1.68
2018-03-23,2.86,2.31,1.43
2018-03-16,2.84,2.28,1.42
2018-03-09,2.88,2.25,1.42
2018-03-02,2.86,2.24,1.41
2018-02-23,2.91,2.25,1.42
2018-02-16,2.87,2.15,1.42
2018-02-09,2.82,2.10,1.42
2018-02-02,2.75,2.14,1.41
2018-01-26,2.65,2.09,1.42
2018-01-19,2.59,2.05,1.42
2018-01-12,2.54,1.98,1.42
2018-01-05,2.46,1.95,1.37
2017-12-29,2.43,1.90,1.42
2017-12-22,2.46,1.88,1.41
2017-12-15,2.37,1.82,1.16
2017-12-08,2.36,1.80,1.15
2017-12-01,2.36,1.77,1.16
2017-11-24,2.35,1.76,1.16
2017-11-17,2.37,1.70,1.16
2017-11-10,2.34,1.64,1.16
2017-11-03,2.36,1.61,1.15
2017-10-27,2.42,1.60,1.16
2017-10-20,2.33,1.57,1.16
2017-10-13,2.33,1.51,1.16
2017-10-06,2.34,1.49,1.12
2017-09-29,2.28,1.46,1.16
2017-09-22,2.26,1.43,1.16
2017-09-15,2.18,1.35,1.16
2017-09-08,2.07,1.29,1.15
2017-09-01,2.14,1.33,1.16
2017-08-25,2.19,1.33,1.16
2017-08-18,2.22,1.33,1.16
2017-08-11,2.24,1.34,1.16
2017-08-04,2.27,1.35,1.15
2017-07-28,2.30,1.37,1.16
2017-07-21,2.27,1.36,1.16
2017-07-14,2.35,1.37,1.16
2017-07-07,2.36,1.41,1.12
2017-06-30,2.23,1.37,1.16
2017-06-23,2.16,1.35,1.16
2017-06-16,2.18,1.35,0.91
2017-06-09,2.18,1.32,0.91
2017-06-02,2.20,1.28,0.90
2017-05-26,2.26,1.30,0.91
2017-05-19,2.27,1.28,0.91
2017-05-12,2.39,1.34,0.91
2017-05-05,2.33,1.30,0.88
2017-04-28,2.31,1.27,0.91
2017-04-21,2.23,1.20,0.91
2017-04-14,2.30,1.25,0.91
2017-04-07,2.35,1.25,0.87
2017-03-31,2.40,1.28,0.91
2017-03-24,2.42,1.27,0.91
2017-03-17,2.55,1.36,0.66
2017-03-10,2.55,1.34,0.66
2017-03-03,2.43,1.27,0.65
2017-02-24,2.39,1.19,0.66
2017-02-17,2.46,1.23,0.66
2017-02-10,2.39,1.17,0.66
2017-02-03,2.48,1.21,0.65
2017-01-27,2.48,1.21,0.66
2017-01-20,2.43,1.21,0.66
2017-01-13,2.38,1.20,0.66
2017-01-06,2.43,1.21,0.60
2016-12-30,2.51,1.24,0.66
2016-12-23,2.55,1.23,0.66
2016-12-16,2.54,1.23,0.41
2016-12-09,2.40,1.12,0.41
2016-12-02,2.37,1.11,0.40
2016-11-25,2.34,1.10,0.41
2016-11-18,2.26,1.03,0.41
2016-11-11,1.98,0.88,0.41
2016-11-04,1.82,0.82,0.40
2016-10-28,1.81,0.86,0.41
2016-10-21,1.76,0.82,0.41
2016-10-14,1.78,0.86,0.40
2016-10-07,1.70,0.83,0.35
2016-09-30,1.58,0.75,0.40
2016-09-23,1.66,0.79,0.40
2016-09-16,1.70,0.77,0.40
2016-09-09,1.59,0.76,0.40
2016-09-02,1.58,0.80,0.39
2016-08-26,1.57,0.78,0.40
2016-08-19,1.56,0.74,0.40
2016-08-12,1.54,0.72,0.40
2016-08-05,1.54,0.67,0.36
2016-07-29,1.53,0.72,0.40
2016-07-22,1.58,0.70,0.40
2016-07-15,1.51,0.68,0.40
2016-07-08,1.38,0.58,0.39
2016-07-01,1.47,0.60,0.40
2016-06-24,1.68,0.73,0.38
2016-06-17,1.61,0.71,0.37
2016-06-10,1.70,0.77,0.37
2016-06-03,1.80,0.86,0.36
2016-05-27,1.85,0.90,0.37
2016-05-20,1.82,0.86,0.37
2016-05-13,1.75,0.74,0.37
2016-05-06,1.81,0.75,0.34
2016-04-29,1.88,0.82,0.37
2016-04-22,1.84,0.80,0.37
2016-04-15,1.77,0.74,0.37
2016-04-08,1.74,0.72,0.35
2016-04-01,1.82,0.78,0.37
2016-03-25,1.91,0.89,0.37
2016-03-18,1.93,0.91,0.36
2016-03-11,1.91,0.92,0.36
2016-03-04,1.82,0.84,0.36
2016-02-26,1.75,0.76,0.38
2016-02-19,1.78,0.74,0.38
2016-02-12,1.71,0.68,0.38
2016-02-05,1.89,0.74,0.34
2016-01-29,2.00,0.83,0.38
2016-01-22,2.04,0.86,0.36
2016-01-15,2.10,0.91,0.36
2016-01-08,2.19,0.99,0.27
2016-01-01,2.29,1.07,0.36
2015-12-25,2.24,1.00,0.37
2015-12-18,2.25,0.99,0.14
2015-12-11,2.21,0.93,0.13
2015-12-04,2.23,0.94,0.12
2015-11-27,2.24,0.93,0.12
2015-11-20,2.26,0.90,0.12
2015-11-13,2.32,0.88,0.12
2015-11-06,2.26,0.83,0.10
2015-10-30,2.11,0.71,0.12
2015-10-23,2.06,0.64,0.13
2015-10-16,2.03,0.61,0.13
2015-10-09,2.09,0.63,0.13
2015-10-02,2.05,0.63,0.12
2015-09-25,2.16,0.70,0.14
2015-09-18,2.22,0.75,0.14
2015-09-11,2.21,0.74,0.14
2015-09-04,2.18,0.72,0.13
2015-08-28,2.14,0.67,0.15
2015-08-21,2.12,0.69,0.15
2015-08-14,2.18,0.71,0.14
2015-08-07,2.22,0.72,0.11
2015-07-31,2.25,0.69,0.13
2015-07-24,2.32,0.72,0.13
2015-07-17,2.38,0.67,0.13
2015-07-10,2.31,0.60,0.13
2015-07-03,2.38,0.65,0.12
2015-06-26,2.41,0.69,0.13
2015-06-19,2.32,0.68,0.13
2015-06-12,2.42,0.73,0.13
2015-06-05,2.31,0.67,0.10
2015-05-29,2.13,0.63,0.13
2015-05-22,2.23,0.61,0.13
2015-05-15,2.24,0.59,0.13
2015-05-08,2.19,0.62,0.12
2015-05-01,2.03,0.57,0.13
2015-04-24,1.94,0.55,0.13
2015-04-17,1.90,0.52,0.12
2015-04-10,1.93,0.54,0.12
2015-04-03,1.91,0.55,0.11
2015-03-27,1.94,0.59,0.12
2015-03-20,2.00,0.63,0.11
2015-03-13,2.14,0.69,0.12
2015-03-06,2.13,0.68,0.09
2015-02-27,2.01,0.63,0.12
2015-02-20,2.11,0.67,0.12
2015-02-13,2.00,0.65,0.12
2015-02-06,1.81,0.54,0.09
2015-01-30,1.77,0.51,0.12
2015-01-23,1.85,0.53,0.13
2015-01-16,1.86,0.51,0.12
2015-01-09,2.00,0.63,0.11
2015-01-02,2.18,0.69,0.12
2014-12-26,2.24,0.73,0.13
2014-12-19,2.14,0.63,0.12
2014-12-12,2.19,0.61,0.12
2014-12-05,2.27,0.56,0.10
2014-11-28,2.25,0.51,0.10
2014-11-21,2.33,0.53,0.10
2014-11-14,2.36,0.54,0.09
2014-11-07,2.36,0.52,0.08
2014-10-31,2.32,0.46,0.09
2014-10-24,2.25,0.40,0.09
2014-10-17,2.19,0.37,0.09
2014-10-10,2.36,0.49,0.09
2014-10-03,2.47,0.56,0.09
2014-09-26,2.55,0.58,0.09
2014-09-19,2.61,0.58,0.09
2014-09-12,2.54,0.57,0.09
2014-09-05,2.44,0.53,0.08
2014-08-29,2.37,0.51,0.09
2014-08-22,2.41,0.48,0.09
2014-08-15,2.41,0.44,0.09
2014-08-08,2.47,0.46,0.09
2014-08-01,2.53,0.53,0.09
2014-07-25,2.49,0.51,0.09
2014-07-18,2.53,0.49,0.09
2014-07-11,2.57,0.50,0.09
2014-07-04,2.60,0.49,0.10
2014-06-27,2.57,0.47,0.10
2014-06-20,2.63,0.49,0.10
2014-06-13,2.62,0.44,0.09
2014-06-06,2.59,0.40,0.09
2014-05-30,2.47,0.38,0.09
2014-05-23,2.54,0.36,0.09
2014-05-16,2.57,0.39,0.08
2014-05-09,2.62,0.41,0.09
2014-05-02,2.66,0.43,0.09
2014-04-25,2.71,0.43,0.10
2014-04-18,2.67,0.40,0.09
2014-04-11,2.68,0.38,0.08
2014-04-04,2.77,0.45,0.08
2014-03-28,2.72,0.46,0.08
2014-03-21,2.74,0.42,0.08
2014-03-14,2.72,0.36,0.08
2014-03-07,2.71,0.35,0.07
2014-02-28,2.69,0.34,0.07
2014-02-21,2.73,0.33,0.06
2014-02-14,2.75,0.33,0.06
2014-02-07,2.68,0.31,0.07
2014-01-31,2.73,0.36,0.07
2014-01-24,2.82,0.40,0.07
2014-01-17,2.86,0.40,0.07
2014-01-10,2.96,0.41,0.08
2014-01-03,3.01,0.39,0.08
2013-12-27,2.99,0.40,0.09
2013-12-20,2.89,0.34,0.09
2013-12-13,2.86,0.32,0.09
2013-12-06,2.84,0.30,0.08
2013-11-29,2.74,0.29,0.09
2013-11-22,2.74,0.30,0.09
2013-11-15,2.74,0.32,0.08
2013-11-08,2.68,0.31,0.08
2013-11-01,2.57,0.32,0.08
2013-10-25,2.55,0.32,0.09
2013-10-18,2.66,0.34,0.10
2013-10-11,2.68,0.37,0.08
2013-10-04,2.64,0.33,0.08
2013-09-27,2.66,0.35,0.08
2013-09-20,2.79,0.36,0.08
2013-09-13,2.92,0.46,0.08
2013-09-06,2.92,0.47,0.08
2013-08-30,2.76,0.39,0.08
2013-08-23,2.86,0.38,0.09
2013-08-16,2.73,0.34,0.08
2013-08-09,2.62,0.32,0.09
2013-08-02,2.64,0.32,0.09
2013-07-26,2.57,0.32,0.09
2013-07-19,2.54,0.33,0.09
2013-07-12,2.64,0.37,0.10
2013-07-05,2.56,0.36,0.09
2013-06-28,2.55,0.39,0.10
2013-06-21,2.33,0.31,0.10
2013-06-14,2.20,0.32,0.09
2013-06-07,2.12,0.31,0.09
2013-05-31,2.14,0.30,0.09
2013-05-24,1.99,0.26,0.10
2013-05-17,1.93,0.25,0.12
2013-05-10,1.83,0.23,0.14
2013-05-03,1.70,0.21,0.13
2013-04-26,1.73,0.23,0.15
2013-04-19,1.73,0.24,0.15
2013-04-12,1.79,0.24,0.15
2013-04-05,1.81,0.24,0.12
2013-03-29,1.90,0.25,0.15
2013-03-22,1.94,0.26,0.16
2013-03-15,2.04,0.27,0.15
2013-03-08,1.96,0.25,0.15
2013-03-01,1.88,0.25,0.15
2013-02-22,2.00,0.27,0.15
2013-02-15,2.01,0.28,0.14
2013-02-08,2.00,0.26,0.14
2013-02-01,2.02,0.28,0.14
2013-01-25,1.90,0.26,0.14
2013-01-18,1.87,0.26,0.14
2013-01-11,1.90,0.26,0.16
2013-01-04,1.87,0.27,0.15
2012-12-28,1.76,0.26,0.17
2012-12-21,1.80,0.27,0.17
2012-12-14,1.69,0.25,0.16
2012-12-07,1.62,0.25,0.16
2012-11-30,1.63,0.26,0.16
2012-11-23,1.67,0.27,0.16
2012-11-16,1.59,0.25,0.16
2012-11-09,1.68,0.28,0.16
2012-11-02,1.74,0.30,0.17
2012-10-26,1.81,0.30,0.16
2012-10-19,1.79,0.29,0.16
2012-10-12,1.71,0.27,0.15
2012-10-05,1.67,0.24,0.13
2012-09-28,1.68,0.26,0.15
2012-09-21,1.81,0.26,0.16
2012-09-14,1.76,0.25,0.15
2012-09-07,1.64,0.25,0.14
2012-08-31,1.63,0.26,0.13
2012-08-24,1.74,0.28,0.13
2012-08-17,1.76,0.28,0.13
2012-08-10,1.65,0.27,0.14
2012-08-03,1.54,0.24,0.14
2012-07-27,1.47,0.23,0.14
2012-07-20,1.52,0.23,0.18
2012-07-13,1.52,0.26,0.17
2012-07-06,1.61,0.29,0.13
2012-06-29,1.64,0.31,0.17
2012-06-22,1.64,0.31,0.17
2012-06-15,1.62,0.29,0.17
2012-06-08,1.61,0.26,0.16
2012-06-01,1.61,0.27,0.15
2012-05-25,1.76,0.29,0.16
2012-05-18,1.74,0.30,0.15
2012-05-11,1.88,0.27,0.16
2012-05-04,1.95,0.27,0.14
2012-04-27,1.98,0.26,0.13
2012-04-20,2.00,0.27,0.15
2012-04-13,2.04,0.29,0.14
2012-04-06,2.21,0.34,0.12
2012-03-30,2.22,0.34,0.14
2012-03-23,2.32,0.39,0.15
2012-03-16,2.21,0.36,0.12
2012-03-09,2.00,0.31,0.11
2012-03-02,1.97,0.30,0.09
2012-02-24,2.01,0.31,0.09
2012-02-17,1.97,0.29,0.12
2012-02-10,1.99,0.26,0.11
2012-02-03,1.88,0.23,0.09
2012-01-27,2.01,0.23,0.09
2012-01-20,1.96,0.24,0.09
2012-01-13,1.95,0.24,0.07
2012-01-06,1.99,0.26,0.05
2011-12-30,1.94,0.28,0.08
2011-12-23,1.95,0.27,0.07
2011-12-16,1.94,0.25,0.07
2011-12-09,2.04,0.24,0.08
2011-12-02,2.04,0.26,0.08
2011-11-25,1.94,0.27,0.08
2011-11-18,2.02,0.26,0.08
2011-11-11,2.05,0.25,0.08
2011-11-04,2.07,0.23,0.08
2011-10-28,2.28,0.29,0.07
2011-10-21,2.20,0.28,0.07
2011-10-14,2.22,0.30,0.07
2011-10-07,1.93,0.27,0.07
2011-09-30,1.97,0.26,0.08
2011-09-23,1.87,0.20,0.09
2011-09-16,2.03,0.20,0.09
2011-09-09,1.99,0.20,0.08
2011-09-02,2.17,0.20,0.09
2011-08-26,2.19,0.22,0.09
2011-08-19,2.17,0.20,0.10
2011-08-12,2.27,0.21,0.09
2011-08-05,2.62,0.32,0.12
2011-07-29,2.97,0.41,0.06
2011-07-22,2.97,0.39,0.06
2011-07-15,2.94,0.37,0.07
2011-07-08,3.12,0.44,0.08
2011-07-01,3.11,0.46,0.08
2011-06-24,2.96,0.37,0.10
2011-06-17,2.99,0.40,0.09
2011-06-10,3.00,0.41,0.10
2011-06-03,3.01,0.44,0.10
2011-05-27,3.10,0.52,0.10
2011-05-20,3.15,0.55,0.09
2011-05-13,3.20,0.57,0.09
2011-05-06,3.24,0.59,0.09
2011-04-29,3.36,0.64,0.10
2011-04-22,3.41,0.69,0.11
2011-04-15,3.51,0.77,0.09
2011-04-08,3.54,0.82,0.10
2011-04-01,3.47,0.80,0.13
2011-03-25,3.38,0.71,0.14
2011-03-18,3.29,0.61,0.14
2011-03-11,3.46,0.68,0.15
2011-03-04,3.47,0.70,0.15
2011-02-25,3.46,0.73,0.15
2011-02-18,3.60,0.83,0.15
2011-02-11,3.68,0.83,0.17
2011-02-04,3.54,0.67,0.17
2011-01-28,3.40,0.60,0.17
2011-01-21,3.42,0.62,0.17
2011-01-14,3.36,0.60,0.17
2011-01-07,3.40,0.65,0.16
2010-12-31,3.38,0.67,0.19
2010-12-24,3.37,0.64,0.20
2010-12-17,3.42,0.64,0.17
2010-12-10,3.18,0.57,0.18
2010-12-03,2.93,0.51,0.20
2010-11-26,2.84,0.50,0.20
2010-11-19,2.89,0.52,0.19
2010-11-12,2.68,0.46,0.18
2010-11-05,2.61,0.35,0.20
2010-10-29,2.67,0.38,0.19
2010-10-22,2.54,0.36,0.19
2010-10-15,2.50,0.37,0.18
2010-10-08,2.45,0.38,0.19
2010-10-01,2.52,0.42,0.20
2010-09-24,2.61,0.45,0.21
2010-09-17,2.74,0.50,0.19
2010-09-10,2.71,0.54,0.19
2010-09-03,2.59,0.50,0.19
2010-08-27,2.56,0.52,0.19
2010-08-20,2.61,0.50,0.19
2010-08-13,2.76,0.54,0.18
2010-08-06,2.94,0.54,0.19
2010-07-30,3.02,0.60,0.19
2010-07-23,2.97,0.60,0.19
2010-07-16,3.05,0.63,0.17
2010-07-09,3.02,0.63,0.18
2010-07-02,2.99,0.62,0.15
2010-06-25,3.17,0.69,0.18
2010-06-18,3.26,0.75,0.18
2010-06-11,3.22,0.75,0.19
2010-06-04,3.31,0.79,0.19
2010-05-28,3.25,0.81,0.20
2010-05-21,3.33,0.78,0.20
2010-05-14,3.54,0.85,0.20
2010-05-07,3.56,0.88,0.20
2010-04-30,3.76,1.03,0.20
2010-04-23,3.81,1.05,0.21
2010-04-16,3.85,1.05,0.19
2010-04-09,3.94,1.11,0.19
2010-04-02,3.89,1.06,0.16
2010-03-26,3.79,1.05,0.18
2010-03-19,3.68,0.97,0.18
2010-03-12,3.72,0.93,0.16
2010-03-05,3.63,0.84,0.13
2010-02-26,3.69,0.86,0.12
2010-02-19,3.74,0.89,0.12
2010-02-12,3.69,0.86,0.13
2010-02-05,3.66,0.83,0.13
2010-01-29,3.66,0.86,0.12
2010-01-22,3.66,0.89,0.12
2010-01-15,3.77,0.93,0.11
2010-01-08,3.83,1.02,0.08
2010-01-01,3.83,1.10,0.11
2009-12-25,3.76,0.95,0.12
2009-12-18,3.56,0.84,0.12
2009-12-11,3.47,0.78,0.12
2009-12-04,3.34,0.73,0.12
2009-11-27,3.30,0.73,0.11
2009-11-20,3.35,0.76,0.12
2009-11-13,3.48,0.84,0.12
2009-11-06,3.53,0.90,0.12
2009-10-30,3.49,0.98,0.11
2009-10-23,3.43,0.99,0.12
2009-10-16,3.43,0.95,0.12
2009-10-09,3.28,0.91,0.13
2009-10-02,3.28,0.94,0.12
2009-09-25,3.43,0.98,0.16
2009-09-18,3.46,0.98,0.16
2009-09-11,3.41,0.92,0.15
2009-09-04,3.37,0.93,0.15
2009-08-28,3.46,1.04,0.16
2009-08-21,3.48,1.05,0.16
2009-08-14,3.67,1.16,0.17
2009-08-07,3.77,1.23,0.18
2009-07-31,3.67,1.14,0.15
2009-07-24,3.62,1.01,0.15
2009-07-17,3.55,0.99,0.14
2009-07-10,3.42,0.94,0.17
2009-07-03,3.53,1.06,0.19
2009-06-26,3.63,1.14,0.24
2009-06-19,3.75,1.24,0.19
2009-06-12,3.89,1.36,0.20
2009-06-05,3.70,1.02,0.19
2009-05-29,3.59,0.95,0.17
2009-05-22,3.29,0.90,0.16
2009-05-15,3.14,0.89,0.17
2009-05-08,3.23,0.98,0.21
2009-05-01,3.10,0.92,0.17
2009-04-24,2.96,0.97,0.14
2009-04-17,2.87,0.90,0.15
2009-04-10,2.93,0.94,0.14
2009-04-03,2.76,0.86,0.16
2009-03-27,2.74,0.92,0.17
2009-03-20,2.75,0.93,0.17
2009-03-13,2.92,1.00,0.20
2009-03-06,2.90,0.92,0.22
2009-02-27,2.91,1.03,0.20
2009-02-20,2.75,0.95,0.23
2009-02-13,2.88,0.95,0.23
2009-02-06,2.92,0.96,0.23
2009-01-30,2.75,0.90,0.19
2009-01-23,2.56,0.77,0.20
2009-01-16,2.30,0.74,0.10
2009-01-09,2.48,0.80,0.10
2009-01-02,2.24,0.79,0.10
2008-12-26,2.18,0.89,0.11
2008-12-19,2.26,0.71,0.15
2008-12-12,2.67,0.85,0.13
2008-12-05,2.66,0.88,0.49
2008-11-28,3.10,1.14,0.56
2008-11-21,3.38,1.11,0.36
2008-11-14,3.78,1.23,0.28
2008-11-07,3.82,1.36,0.24
