,MarketCapitalization,BookValue,DividendYield,DividendPerShare,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY
1030,543850000,54.89,0.0338,5.5,13.82,51.67,0.268,0.443,0.161,0.184,162597000,97938000,-0.514,-0.305
1031,199629308000,62.26,0.0039,0.96,9.07,43.3,0.216,0.277,0.0661,0.15,31250000000,18056000000,0.364,0.06
1032,272412000,2.327,0.0,0.0,0.04,3.217,0.0143,0.0203,0.0082,0.0182,143666000,104815000,-0.457,0.253
1033,245653000,3.874,0.0,0.0,-0.868,2.637,-0.236,-0.341,-0.108,-0.151,100822000,70564000,0.0,-0.111
1034,1738743000,6.84,0.0,0.0,2.63,0.0,0.0,0.0,-0.155,-0.261,0,-32756000,0.0,-1.0
1035,1143747000,-12.47,0.0279,1.88,5.36,57.22,0.0962,0.207,0.0619,0.0,931067000,370297000,-0.009,0.02
1036,11325243000,44.7,0.0253,0.8,10.86,180.17,0.0659,0.104,0.145,0.298,34842579000,1615735000,1.609,1.262
1037,4162751000,30.7,0.0,0.0,6.61,43.89,0.154,0.201,0.113,0.233,1984539000,670360000,0.253,0.106
1038,177084826000,53.34,0.0,0.0,1.73,45.4,0.038,0.0818,0.0208,0.0337,82721997000,6770000000,0.016,0.087
1039,8257785000,32.01,0.0,0.0,3.03,32.26,0.112,0.14,0.033,0.121,17082692000,6142823000,-0.261,-0.08
1040,105113000,158.74,0.0043,0.72,28.62,2719.23,0.0108,0.0146,0.0592,19.56,1543698000,127720000,-0.264,0.435
1041,376012000,162.56,0.0,0.0,14.63,33.49,-0.697,-0.0033,-0.0003,-0.134,46234000,11660000,-0.884,-0.074
1042,2016198000,16.66,0.0249,0.2,4.01,261.58,0.0152,0.0267,0.0416,0.283,18874599000,415200000,-0.372,0.801
1043,6952655000,3.199,0.0,0.0,-4.052,4.363,-0.786,-0.865,-0.238,-0.896,1858653000,501863000,0.0,1.359
1044,9940983000,29.51,0.0165,1.9,11.34,156.68,0.0952,0.134,0.12,0.47,12123645000,4711886000,-0.118,0.077
1045,90872000,26.52,0.0,0.0,2.72,69.73,0.0407,0.0616,0.039,0.114,484859000,108843000,-0.228,0.007
1046,7308128000,23.43,0.0151,1.02,1.799,12.54,0.147,0.173,0.0469,7.6,1253793000,1112433000,-0.34,-0.024
1047,26046000,2.898,0.0,0.0,-0.85,4.464,-0.105,-0.0766,-0.0347,-0.159,39874200,32143400,-0.702,0.053
1048,32569612000,56.81,0.0449,4.82,4.88,15.84,0.32,0.139,0.0104,0.0799,4512797000,2647845000,0.719,0.005
1049,227637000,6.95,0.0,0.0,0.64,20.81,0.0312,0.0471,0.0419,0.0991,680453000,377324000,-0.741,-0.051
1050,33443021000,37.41,0.0,0.0,7.11,123.54,0.0584,0.0807,0.0631,0.208,27691600000,7746100000,0.25,0.081
1051,820018000,13.95,0.0641,1.2,1.391,52.34,0.0268,0.0963,0.0453,10.38,2244581000,1142124000,0.192,0.043
1052,39135800,1.327,0.0,0.0,-0.594,0.0,0.0,0.0,-0.194,-0.321,0,0,0.0,0.0
1053,464635000,5.09,0.0,0.0,-2.658,1.645,-1.847,-1.793,-0.352,-0.679,30104000,17743000,0.0,0.219
1054,81278000,5.13,0.0,0.0,-3.159,0.491,0.0,-7.87,-0.312,-0.563,14689000,1274000,0.0,0.179
1055,3860560000,0.87,0.0,0.0,-1.672,0.33,0.0,-6.93,-1.137,-2.314,527915000,184147000,0.0,-0.144
1056,40740100,1.806,0.0,0.0,-1.843,0.715,-2.51,-2.395,-0.296,-0.677,21044000,4299000,0.0,1.396
1057,5982592000,8.09,0.0152,0.05,-0.0856,5.19,-0.0165,0.104,0.0151,-1.041,2227900000,1501300000,-0.519,0.027
1058,4431611000,6.55,0.0,0.0,-2.343,0.901,-2.733,-2.823,-0.146,-0.332,110694000,-216692000,0.0,-0.327
1059,2650527000,7.01,0.0091,0.14,-0.121,8.94,-0.0077,0.0283,0.0085,-0.0027,1495896000,400059000,0.0,0.101
1060,1009149000,7.22,0.0,0.0,-17.71,6.99,-0.251,-0.0613,-0.0167,-0.217,701131000,136327000,0.0,0.037
1061,3270983000,0.314,0.0,0.0,-0.319,5.14,-0.0494,-0.0342,-0.0088,-0.0563,532986000,257966000,0.0,0.365
1062,9356301000,2.028,0.0,0.0,-0.449,11.73,-0.0465,-0.0366,-0.0213,-0.351,2337166000,1648286000,0.0,0.216
1063,521527000,-0.178,0.0,0.0,-3.586,8.61,-0.434,-0.386,-0.319,0.0,285069000,190815000,0.0,0.202
1064,2905278000,32.5,0.0,0.0,4.36,51.81,0.0845,0.122,0.0729,0.143,1630644000,462916000,-0.067,0.187
1065,20139397000,28.44,0.0145,2.005,8.05,58.2,0.139,0.161,0.0818,0.295,8358142000,2982681000,0.105,0.069
1066,13549475000,-71.78,0.0115,4.24,12.35,125.12,0.1,0.165,0.272,0.0,4488140000,1208741000,-0.139,0.071
1067,9846300,1.534,0.0,0.0,0.23,7.94,0.0087,0.102,0.109,0.176,71518000,18429100,-0.996,2.108
1068,1944276000,7.57,0.0131,0.03,0.37,4.404,0.094,0.142,0.0266,0.0565,936382000,105428000,-0.619,0.494
1069,17804870000,16.85,0.0334,4.51,7.21,77.57,0.0936,0.115,0.068,38.06,9770100000,1995000000,-0.113,0.061
1070,7752700,0.617,0.0,0.0,-1.851,0.0,0.0,0.0,-0.58,-1.052,0,0,0.0,0.0
1071,816787000,25.5,0.0,0.0,-1.78,9.94,-0.183,-0.0822,-0.0171,-6.8,343168000,80589000,0.0,0.062
1072,90893000,0.153,0.0,0.0,-0.162,0.102,-1.37,-1.294,-0.226,-0.645,23265000,-19824000,0.0,4.532
1073,5189524000,9.31,0.0,0.0,0.42,11.59,-0.0122,0.176,0.0373,-0.0142,1885426000,650245000,0.158,0.392
1074,782741000,6.11,0.0,0.0,-0.781,0.001,0.0,0.0,-0.0982,-0.156,33000,-24778000,0.0,0.0
1075,713184000,28.18,0.0,0.0,1.54,46.04,0.0,0.0,0.0545,0.0736,417733000,220603000,6.03,1.628
1076,264314000,2.621,0.0,0.0,0.72,27.88,0.0287,0.0555,0.0523,0.252,1759400000,472700000,-0.425,0.09
1077,240015000,4.061,0.0,0.0,-0.607,16.1,-0.0362,-0.144,-0.0568,-0.122,225374000,94523000,-0.991,-0.04
1078,30861800,1.097,0.0,0.0,-0.519,0.444,-1.094,-0.921,-0.102,-0.282,42984000,5885000,0.0,1.598
1079,11243538000,4.87,0.0,0.0,0.09,3.638,0.0271,0.0753,0.021,0.0215,1039950000,772082000,-0.542,0.234
1080,22291954000,46.35,0.0334,3.54,5.76,100.51,0.0579,0.085,0.0253,0.127,19399000000,3336000000,14.32,0.413
1081,148685000,0.761,0.0,0.0,-0.67,0.277,0.0,-5.31,-0.277,-1.135,20839000,115529000,0.0,-0.694
1082,414791000,0.12,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0,0,0.046,0.0
1083,12211600,3.245,0.0,0.0,0.06,3.382,-0.0542,-0.0635,-0.0346,-0.057,22817300,6417100,6.08,0.145
1084,76636668000,62.84,0.041,3.96,4.93,35.86,0.142,0.221,0.0222,0.0725,27602999000,12206000000,0.011,0.146
1085,53462000,0.232,0.0,0.0,0.61,0.0,0.0,0.0,-0.0092,0.0,0,0,-0.461,0.0
1086,2839998000,13.32,0.0,0.0,-1.97,8.71,-0.186,-0.207,-0.0658,-0.121,338685000,181586000,0.0,0.511
1087,19408000,0.608,0.0,0.0,-1.988,2.361,-0.478,-0.48,-0.381,-2.37,12794700,-2559170,0.0,1.311
1088,6698034000,5.91,0.0,0.0,6.72,121.62,0.0584,0.124,0.0522,0.375,11636973000,3646383000,-0.521,0.004
1089,1622881000,3.924,0.0,0.0,2.2,5.86,0.444,0.422,0.201,1.145,732061000,235030000,49.45,0.549
1090,44752298000,16.63,0.0789,4.66,9.52,28.72,0.336,0.435,0.229,0.632,18784999000,7414000000,1.323,0.298
1091,849612000,0.003,0.0,0.0,-0.136,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1092,48100800,1.836,0.0,0.0,-1.111,1.418,-0.733,-0.74,-0.227,-0.437,33658000,-4321000,0.0,0.848
1093,607650000,14.31,0.122,1.56,3.058,3.7,0.78,0.78,0.0308,15.99,146106000,127688000,-0.259,0.007
1094,45620933000,4.724,0.0,0.0,0.44,7.17,0.0651,0.101,0.0365,0.0919,2792800000,1680500000,0.166,0.184
1095,423542000,2.041,0.0,0.0,1.29,8.46,0.169,0.107,0.119,1.036,535411000,249424000,-0.2,0.067
1096,498015000,20.64,0.0,0.0,2.07,73.19,0.0306,0.0597,0.0534,0.109,1367686000,328506000,0.944,0.338
1097,40879100,4.853,0.0,0.0,1.09,0.071,15.59,-2.379,-0.0219,0.263,287680,278090,2.412,0.076
1098,17046000,3.26,0.0,0.0,0.1,21.23,-0.0706,-0.0509,-0.0444,-0.321,322259000,77255000,6.48,-0.196
1099,2692320000,29.05,0.0,0.0,3.84,123.03,0.0324,0.0469,0.0474,0.142,3652477000,496642000,0.915,0.221
1100,42844600,0.443,0.0,0.0,-0.438,0.088,0.0,-4.839,-0.387,-0.684,2499900,459390,0.0,0.269
1101,620310000,4.811,0.0,0.0,-3.109,0.0,0.0,0.0,-0.298,-0.545,0,0,0.0,0.0
1102,8267100,0.714,0.0,0.0,0.01,2.436,-0.113,-0.109,-0.0806,-0.21,44090800,10576400,0.0,-0.02
1103,368811000,3.949,0.0,0.0,-0.532,13.54,-0.0673,-0.0427,-0.0327,-0.211,373577000,120268000,0.0,0.215
1104,36779790000,28.15,0.0059,0.72,3.18,25.93,0.124,0.193,0.0674,0.115,7285000000,5143000000,0.049,0.043
1105,1339436000,1.056,0.0079,0.04,1.72,5.37,0.339,0.414,0.244,0.592,1397024000,675253000,-0.198,-0.125
1106,22858400,0.285,0.0,0.0,-4.463,0.874,0.0,-3.87,-0.524,-4.806,34391000,4166000,0.0,-0.683
1107,4438500,0.58,0.0,0.0,-0.755,0.944,-0.62,-0.445,-0.133,-0.866,14168000,2910000,0.0,-0.072
1108,1415177000,-20.75,0.125,0.0,1.63,87.66,0.0191,0.0353,0.0355,-99999.99,3883200000,499200000,-0.429,0.09
1109,711556000,1.521,0.0,0.0,-0.758,2.554,-0.306,-0.266,-0.0441,-0.476,249026000,116840000,0.0,0.264
1110,24528187000,8.92,0.0195,0.84,18.5,17.24,0.0028,0.25,0.064,-0.359,9898000000,7770000000,1.698,-0.048
1111,3443454000,14.76,0.021,0.38,1.14,4.275,0.268,0.395,0.0098,0.0659,718586000,632838000,0.532,0.283
1112,10198900,1.924,0.0,0.0,-2.427,3.146,-0.807,-0.617,-0.355,-1.554,44389900,127060,0.0,438.32
1113,600696000,12.23,0.044,1.0,1.46,16.27,0.0902,0.132,0.0924,0.123,421533000,114723000,0.643,0.107
1114,586556000,20.07,0.0169,0.3,2.35,34.54,0.068,0.116,0.0503,0.104,1061765000,289548000,0.18,0.345
1115,140772000,19.48,0.0302,0.525,1.25,12.53,0.0994,0.183,0.0053,0.0572,88572000,93448000,-0.455,-0.014
1116,598658000,29.04,0.0,0.0,0.77,29.7,0.0354,0.141,0.0464,0.036,1513400000,804100000,0.022,-0.271
1117,428223000,22.67,0.0239,0.8,3.4,13.45,0.254,0.355,0.0092,0.133,162402000,159740000,0.21,0.112
1118,153685000,17.55,0.0,0.0,0.19,2.347,0.0807,0.256,0.0,0.0,21536000,19556000,0.0,0.197
1119,43111567000,24.8,0.014,2.04,3.92,48.57,0.0813,0.131,0.0583,0.163,13881200000,5211200000,0.08,0.105
1120,25282000,0.312,0.0,0.0,-0.268,0.106,-2.834,-2.981,-0.364,-0.673,7523200,4066200,0.0,0.329
1121,1178172000,50.68,0.0,0.0,12.46,60.29,0.226,0.368,0.0788,0.265,1521654000,1614499000,-0.541,-0.254
1122,1219168000,5.68,0.315,0.0,0.39,5.93,0.0915,0.136,0.0359,0.0776,807616000,176661000,0.0,0.389
1123,34545914000,58.45,0.0327,3.145,4.75,42.51,0.113,0.175,0.0256,0.078,15054000000,7668000000,0.132,0.153
1124,3066600,0.179,0.0,0.0,-1.544,1.752,-1.024,-0.676,-0.757,0.0,11275000,648000,0.0,0.125
1125,704821000,6.17,0.0,0.0,-2.73,0.374,0.0,-7.96,-0.204,-0.402,25645000,-116963000,0.0,-0.993
1126,27538500,5.37,0.145,0.2,0.28,13.76,0.0215,0.0256,0.0172,0.0523,111006000,97931000,-0.935,-0.411
1127,4645957000,20.72,0.0,0.0,0.3,65.12,0.0484,0.101,0.0448,0.127,3304569000,1095176000,0.368,0.14
1128,19066200,1.478,0.0,0.0,-0.309,0.594,-0.52,-0.7,-0.133,-0.223,6295400,3373700,0.0,0.307
1129,245422000,4.649,0.0949,0.0,0.168,3.927,0.37,-0.139,-0.0208,3.038,273400000,91200000,-0.18,-0.184
1130,832242000,15.35,0.133,1.8,-1.188,0.023,0.0,-27.43,-0.0109,-7.85,1341000,145320000,-0.58,-0.761
1131,3613400,0.166,0.0,0.0,-1.721,1.096,-1.375,-1.239,-0.51,-3.517,7710000,1698000,0.0,-0.358
1132,1927422000,36.92,0.0186,0.86,5.11,13.39,0.385,0.496,0.015,0.134,503898000,406524000,2.501,0.487
1133,18353400,0.28,0.0,0.0,0.6,0.078,1.77,-11.31,-0.467,2.901,3189000,-18526000,0.0,1.03
1134,24657572000,30.71,0.0082,1.56,5.75,42.34,0.137,0.219,0.0632,0.195,5177500000,2943000000,-0.193,0.017
1135,285780000,1.809,0.0,0.0,0.03,3.004,-0.0316,-0.0367,-0.0189,-0.0563,95263000,67414000,-0.706,0.154
1136,1489007000,38.02,0.0386,1.7,4.38,11.22,0.391,0.549,0.0126,0.11,359350000,386839000,-0.147,-0.099
1137,531635000,0.761,0.0,0.0,-1.547,6.11,-0.178,-0.169,-0.0983,-1.069,713255000,390572000,0.0,0.236
1138,339025000,1.333,0.0,0.0,-0.371,1.972,-0.264,-0.183,-0.0818,-0.383,316311000,82857000,0.0,1.195
1139,690206000,63.0,0.159,8.05,19.31,58.11,0.415,0.414,0.161,0.438,753128000,348916000,-0.03,0.01
1140,6749183000,45.75,0.0332,4.55,5.25,11.08,0.472,0.373,0.0312,12.88,464557000,294397000,0.144,0.201
1141,473064000,17.81,0.0,0.0,1.63,23.11,0.0714,0.329,0.191,0.102,298231000,129366000,7.73,0.654
1142,584140000,2.94,0.0259,0.098,1.157,5.34,0.218,0.414,0.271,48.42,314117000,114920000,-0.793,0.397
1143,5786733000,12.19,0.0107,0.99,2.722,54.06,0.051,0.14,0.0767,18.99,5360500000,2025800000,-0.547,0.078
1144,145064000,24.04,0.0,0.0,-6.02,16.6,-0.313,-0.239,-0.0612,-0.15,452549000,536207000,-0.386,-0.165
1145,1248600000,33.79,0.0233,1.02,1.98,25.05,0.0811,0.101,0.0117,0.0532,691500000,151600000,0.319,0.214
1146,199657000,1.778,0.0,0.0,-2.503,0.362,0.0,-6.3,-0.393,-1.113,14148000,11397000,0.0,0.324
1147,24963150000,35.13,0.0442,2.8,1.894,43.43,0.0435,0.185,0.0255,5.33,16535000000,8708000000,-0.247,-0.013
1148,16033700,2.18,0.0,0.0,-0.926,1.046,-1.099,-1.166,-0.218,-0.436,13437000,6749000,0.0,0.092
1149,85281710000,15.45,0.0121,2.4,6.0,48.13,0.127,0.189,0.0983,37.71,17275001000,13432000000,-0.282,-0.105
1150,143239000,1.391,0.0,0.0,0.47,6.66,0.0702,0.0744,0.143,0.404,179323000,31221200,0.04,0.199
1151,6259506000,14.23,0.0,0.0,-0.749,9.31,-0.0264,0.105,0.0189,-0.0166,4543000000,2695000000,-0.865,-0.091
1152,34529600,10.26,0.0,0.0,-2.441,0.0,0.0,0.0,-0.15,-0.246,0,0,0.0,0.0
1153,21306300,2.883,0.0,0.0,6.72,0.0,0.0,0.0,-0.397,-0.79,0,0,0.0,0.0
1154,2925360000,6.75,0.0,0.0,0.626,8.69,0.0757,0.107,0.0579,10.43,448203000,251732000,0.909,0.332
1155,84511000,4.024,0.0,0.0,0.22,5.01,0.046,0.0586,0.0397,0.058,42316000,31442000,-0.808,0.066
1156,1722344000,14.64,0.0344,0.68,0.0,2.289,-0.172,0.0091,0.0006,-0.0265,198535000,102236000,0.0,0.285
1157,357890000,0.021,0.0,0.0,-0.854,0.0,0.0,0.0,-0.608,-2.987,0,0,0.0,0.0
1158,12298210000,7.78,0.0257,1.593,1.422,7.56,0.198,0.297,0.0501,20.57,1401087000,643628000,-0.061,0.099
1159,16981100,3.835,0.0,0.0,0.12,2.651,0.0011,-0.0118,-0.0048,0.0008,9005000,4677000,6.26,0.029
1160,125664510000,150.61,0.0099,4.97,25.5,636.03,0.0405,0.0592,0.0564,0.172,153251004000,35998000000,0.09,0.115
1161,57495000,5.42,0.0,0.0,-1.828,15.75,-0.136,-0.0014,-0.0006,-0.435,496996000,175310000,3.817,0.113
1162,69650000,5.06,0.0,0.0,-2.536,0.0,0.0,0.0,-0.179,-0.309,0,0,0.0,0.0
1163,4888100,0.468,0.0,0.0,-0.739,1.79,-0.419,-0.241,-0.124,-0.927,43844400,9272000,0.0,0.194
1164,67266000,0.264,0.0,0.0,-0.016,0.396,-0.0261,-0.165,-0.054,-0.0412,29350000,4593000,0.0,0.318
1165,104227000,9.02,0.0,0.0,-0.468,0.0,0.0,0.0,-0.708,-1.225,0,0,0.0,0.0
1166,90864000,25.95,0.0376,1.23,3.68,12.97,0.293,0.41,0.0098,0.126,35450000,34981000,-0.114,-0.057
1167,7333667000,38.65,0.0039,0.0,7.42,209.63,0.0354,0.0497,0.0623,19.16,10766491000,1501737000,0.168,0.121
1168,51819000,3.558,0.0,0.0,0.55,3.84,-0.0167,-0.0154,-0.0074,-0.018,142515000,61488000,-0.25,-0.445
1169,142513000,19.95,0.0197,0.44,2.36,43.26,0.0516,0.0713,0.0427,0.125,269816000,56766000,-0.181,0.121
1170,10501524000,44.89,0.036,3.04,9.02,86.02,0.107,0.159,0.0693,0.201,10901000000,2504000000,-0.043,-0.004
1171,57288921000,17.52,0.0221,2.06,5.41,33.11,0.165,0.186,0.0755,0.246,19629001000,8188000000,0.117,0.083
1172,259950000,0.005,0.0,0.0,-0.252,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
1173,33441300,0.595,0.0,0.0,-0.277,1.094,-0.293,-0.288,-0.166,-0.427,38738000,-643000,-0.958,1.205
1174,63011000,3.054,0.0,0.0,-0.789,0.0,0.0,0.0,-0.113,-0.251,0,0,0.0,0.0
1175,3109817000,62.91,0.0,0.0,3.89,73.8,0.0059,0.0822,0.033,0.0505,3981561000,1618887000,1.531,0.066
1176,45670466000,4.49,0.0,0.0,2.05,14.95,0.147,0.176,0.0902,0.471,2018920000,554422000,4.155,0.806
1177,2486665000,1.832,0.0363,1.2,3.06,43.63,-0.0759,0.145,0.0576,-0.952,3050100000,1136500000,2.042,0.032
1178,3179401000,34.56,0.0095,0.7,3.12,86.22,0.0366,0.0642,0.0399,0.0869,3549439000,753532000,0.024,0.137
1179,6108300,0.046,0.0,0.0,-1.331,1.753,0.0,-7.35,-1.39,0.0,2725200,-1158883,0.0,-0.767
1180,5231060000,21.46,0.0024,0.22,3.75,53.11,0.0732,0.0987,0.0591,0.197,2909078000,482288000,0.193,0.152
1181,27120200,0.454,0.0,0.0,-1.005,1.671,-0.183,-0.536,-0.251,-0.532,19140000,-2002000,0.0,0.118
1182,940879000,15.46,0.0,0.0,-5.52,4.182,-1.413,-1.437,-0.19,-0.338,86160000,86160000,-0.662,-0.138
1183,11298344000,20.91,0.0055,0.4,1.95,21.39,0.0908,0.19,0.0536,0.114,2971167000,1059664000,0.123,0.715
1184,3368255000,17.0,0.0,0.0,-0.9,23.03,-0.0391,-0.0041,-0.0015,-5.26,1266531000,329965000,6.0,0.012
1185,1251475000,36.24,0.0,0.0,5.96,30.27,0.203,0.263,0.0687,0.18,1010462000,800051000,0.154,0.154
1186,6442600,10.99,0.0,0.0,-1.667,37.68,0.0,0.0,-0.333,-1.314,35405100,8150700,0.0,-0.073
1187,2034497000,2.281,0.0,0.0,0.54,0.034,0.0,-21.84,-0.158,-0.367,5109000,-1967000,0.0,0.0
1188,95005000,1.118,0.0,0.0,-0.375,2.203,-0.171,-0.141,-0.0901,-29.68,107071000,41967000,0.0,-0.183
1189,82551720000,40.61,0.0241,3.0,12.73,49.78,0.257,0.332,0.155,32.74,29034000000,13034000000,1.585,0.452
1190,412288000,0.52,0.0,0.0,-1.3,2.497,-0.569,-0.462,-0.198,-1.254,139627000,56139000,0.0,0.271
1191,85216000,0.603,0.0,0.0,-2.786,0.324,0.0,-11.31,-0.79,-28.16,18362000,-41896000,0.0,7.45
1192,291669000,1.109,0.0,0.0,-0.795,2.554,0.0146,0.217,0.123,0.0539,51489000,12291600,0.0,0.443
1193,1428602000,5.61,0.0016,0.04,0.33,9.59,0.0275,0.0954,0.0432,0.0536,571223000,265388000,0.994,0.044
1194,21270792000,47.95,0.0,0.0,6.9,82.35,0.0865,0.145,0.122,0.16,4700859000,1274447000,0.349,0.241
1195,54062911000,12.11,0.0777,1.88,2.31,25.65,0.0912,0.111,0.0573,0.195,55905898000,5947300000,0.182,0.428
1196,513681000,0.098,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0,0,-0.514,0.0
1197,242759000,2.486,0.0652,0.395,1.13,3.932,0.294,0.376,0.269,0.545,129844000,60269000,1.133,1.108
1198,3117123000,34.07,0.0819,3.175,2.02,8.45,0.282,0.492,0.0338,0.0686,632120000,468596000,0.715,0.163
1199,3366025000,17.53,0.0477,1.06,0.98,2.116,0.467,0.583,0.0291,0.058,275184000,223479000,0.138,0.181
1200,57024000,0.82,0.0,0.0,-2.254,0.0,0.0,0.0,-0.456,-1.459,0,0,0.0,0.0
1201,587956000,24.71,0.0111,0.34,3.39,11.93,0.288,0.388,0.0122,0.139,196233000,183334000,0.163,0.116
1202,11800650000,4.842,0.0261,0.19,7.16,41.01,0.179,0.284,0.0106,46.15,15809000000,4501000000,-0.566,-0.117
1203,63987315000,120.54,0.0187,12.17,7.64,72.65,0.106,0.107,0.0155,0.0643,6610006000,2787604000,0.369,0.075
1204,1846277000,2.938,0.0,0.0,-0.146,0.0,0.0,0.0,-0.216,-0.157,0,0,0.0,0.0
1205,22304900,2.68,0.0,0.0,0.18,0.0,0.0,0.0,-0.0572,-0.0004,6000,318000,2.591,-0.961
1206,14656147000,26.13,0.0139,0.525,6.25,30.8,0.161,0.298,0.094,0.208,11489074000,4672261000,19.45,1.092
1207,931175000,2.987,0.0,0.0,-1.558,0.0,0.0,0.0,-0.179,-0.325,0,0,0.0,0.0
1208,185091000,0.116,0.0,0.0,0.09,0.0,0.0,0.0,-0.0278,0.0,0,0,-0.13,0.0
1209,14644832000,25.94,0.0165,4.44,5.73,53.08,0.104,0.13,0.102,0.218,2775420000,318097000,-0.064,0.078
1210,1296867000,3.024,0.0,0.0,0.27,2.071,0.133,0.139,0.0495,0.0901,116876000,71234000,3.26,0.466
1211,9709000,2.995,0.0,0.0,0.0,0.0,0.0,0.0,-0.602,-2.566,0,0,0.0,0.0
1212,29156810000,43.99,0.0312,2.515,4.019,33.97,0.118,0.199,0.0293,9.37,11741509000,4751056000,0.22,0.322
1213,133458000,11.57,0.0587,0.59,1.48,23.24,0.064,0.0884,0.0606,0.134,315065000,77130000,-0.488,-0.079
1214,2473835000,40.33,0.0035,0.32,3.16,32.9,0.096,0.129,0.0429,0.0796,857502000,332045000,0.543,0.248
1215,4756981000,9.42,0.0165,0.32,0.721,10.64,0.068,0.132,0.0431,7.48,2622500000,969700000,0.495,0.004
1216,46168100,2.201,0.0435,0.0,0.25,10.81,0.0234,0.0405,0.0593,0.114,168788000,12921000,-0.817,1.024
1217,36350400,13.46,0.0542,0.0,0.708,13.62,0.052,0.0646,0.0339,5.43,33195100,5472200,1.454,0.145
1218,564027000,0.322,0.0,0.0,-6.24,1.259,0.0,-2.673,-0.448,-2.608,72058000,-41745000,0.0,0.317
1219,356125000,19.44,0.0092,0.18,3.21,9.64,0.356,0.47,0.0212,0.183,73322000,57772000,1.938,0.712
1220,2108826000,5.89,0.0186,0.14,0.12,4.11,0.036,0.169,0.0176,0.0221,689872000,328379000,13.68,0.113
1221,14592966000,88.08,0.0418,8.69,5.52,25.13,0.22,0.332,0.0267,0.0634,1638012000,1070627000,-0.216,0.084
1222,222976000,21.79,0.0282,0.51,2.06,6.67,0.279,0.361,0.0099,0.0881,65210000,61687000,0.501,0.183
1223,2148417000,14.25,0.0,0.0,4.51,17.93,0.27,0.494,0.156,0.342,1344212000,343913000,8.72,3.815
1224,693758000,16.4,0.046,1.22,4.43,33.42,0.133,0.169,0.128,0.297,849965000,484706000,0.481,0.177
1225,391376000,3.497,0.0,0.0,-5.0,0.0,0.0,0.0,-0.35,-0.693,0,0,0.0,0.0
1226,82215000,0.442,0.0,0.0,-0.488,0.75,-0.472,-0.425,-0.208,-0.663,18846000,19209000,0.0,3.154
1227,24453765000,59.45,0.0378,4.04,6.16,65.15,0.095,0.124,0.0174,0.105,13214193000,4883866000,0.042,0.258
1228,19137126000,4.586,0.0,0.0,2.73,19.43,-0.259,0.159,0.0826,0.739,2476009000,1674602000,-0.251,0.117
1229,3964843000,6.42,0.0605,3.575,-6.18,17.89,-0.131,-0.036,-0.0127,-43.41,1131231000,195505000,15.21,0.369
1230,1311955000,6.15,0.0,0.0,-2.378,10.59,-0.21,-0.176,-0.0337,-0.273,417590000,254217000,0.0,0.151
1231,214327000,27.4,0.0326,1.26,4.02,16.5,0.245,0.34,0.0104,0.135,90702000,93124000,-0.165,-0.046
1232,472299000,3.13,0.0181,0.095,0.27,10.45,0.0264,0.0641,0.042,9.1,893775000,183326000,-0.214,0.211
1233,1197846000,4.791,0.0,0.0,-0.509,3.042,-0.0787,-0.0609,-0.0147,-0.0489,594597000,327909000,0.0,0.23
1234,366570000,3.335,0.0,0.0,-0.721,13.5,-0.0584,-0.0701,-0.117,-0.253,417886000,394566000,0.0,-0.04
1235,1614818000,1.929,0.0,0.0,-0.293,0.503,-1.022,-3.97,-0.115,-0.237,34404000,5156000,-0.896,0.7
1236,2892038000,8.59,0.0,0.0,-0.153,13.41,-0.0111,0.0094,0.0047,-0.588,1217939000,250406000,0.0,0.585
1237,332933000,9.68,0.0,0.0,0.346,23.09,0.0172,0.0291,0.0246,3.772,287003000,73707000,0.329,0.309
1238,236768000,0.086,0.0,0.0,-2.316,0.0,0.0,0.0,-0.709,-5.64,0,0,0.0,0.0
1239,503292000,1.72,0.0,0.0,-0.111,0.287,-1.293,-2.265,-0.165,-0.2,41207000,6641000,0.0,0.962
1240,156570000,0.001,0.0,0.0,0.29,0.0,0.0,0.0,-0.0069,0.0,0,0,-0.118,0.0
1241,5549500,1.655,0.0,0.0,-2.985,0.694,0.0,-3.678,-0.38,-1.571,2072800,1290000,0.0,-0.106
1242,2969450000,-12.96,0.0,0.0,0.01,11.23,0.0205,0.154,0.029,0.0755,536449000,420880000,1.979,0.027
1243,4484980000,36.35,0.0258,2.84,15.11,77.68,0.207,0.309,0.227,47.99,3046477000,3194283000,-0.457,-0.299
1244,1466359000,2.431,0.0,0.0,1.77,8.32,0.241,0.277,0.0836,1.255,757544000,544936000,3.286,0.214
1245,48818600,4.819,0.0,0.0,-0.033,0.519,-1.117,-1.121,-0.0733,-0.119,7753600,761380,0.0,4.476
1246,47327840000,10.04,0.0,0.0,2.323,8.63,0.272,0.318,0.127,24.81,5363800000,3983600000,0.019,0.007
1247,9699973000,40.17,0.0238,1.53,7.07,14.36,0.497,0.649,0.0163,0.178,2032246000,1730009000,0.325,0.317
